,tokens,id,date,NER_labels,sentiment_labels,categ_labels
3156,"['I' 'just' 'earned' 'the' ""'"" 'Middle' 'of' 'the' 'Road' '(' 'Level' '86'
 "")'"" 'badge' 'on' '{{USERNAME}}' '!' '{{URL}}']",1363639041439260674,2021-02-21,"['O', 'O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
3157,"['The' 'daily' '{{USERNAME}}' 'online' 'newspaper' '""' 'the' 'view' 'from'
 'up' 'here' '""' 'is' 'out' '!' '{{URL}}' 'Stories' 'via' '{{USERNAME}}'
 '#' 'tblvsmtl']",1410810337750831109,2021-07-02,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
3158,"['91min' '#' 'SegundaDivisión' '#' 'Apertura' 'R1PO' ':' '{{USERNAME}}'
 '5:4' '#' 'RealGranada' '(' 'agg' '.' ':' '8:6' ')' 'Unbelievable'
 'stuff' 'at' 'the' 'Estadio' 'Naciónal' ';' 'UNAN' 'have' 'gone' 'in'
 'front' 'after' 'a' 'monumental' 'mix-up' 'in' 'the' 'Real' 'defence' '.'
 'The' 'ball' 'broke' 'to' 'an' 'UNAN' 'player' 'outside' 'the' 'box' ','
 'and' 'you' 'can' 'guess' 'the' 'rest' '.' '.']",1343315230760300547,2020-12-27,"['O', 'O', 'B-event', 'O', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_1
3159,"['Congratulations' 'to' '{@Joe Biden@}' 'and' '{@Kamala Harris@}' 'the'
 'next' 'president' 'and' 'vice' 'of' 'the' 'United' 'States' 'of'
 'America' '.' 'Wish' 'you' 'the' 'best' 'and' 'may' 'God' 'bless' 'your'
 'presidence' '.']",1325316476061036545,2020-11-08,"['O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
3160,"['The' 'respect' 'i' 'have' 'for' '{@Maurice Hooker@}' 'skyrocketed'
 'tonight' '.' 'A' 'true' 'warrior' 'who' 'laid' 'it' 'all' 'on' 'the'
 'line' '.' '#' 'OrtizHooker']",1373544804467023873,2021-03-21,"['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']",positive,LABEL_3
3161,"['#' 'TropicalStormHenri' ',' 'which' 'has' 'winds' 'of' '60mph' ','
 'made' 'landfall' 'along' 'the' 'coast' 'of' '#' 'RhodeIsland' 'on'
 'Sunday' ',' 'according' 'to' 'the' '{@National Hurricane Center@}' '.'
 'The' 'storm' ',' 'recently' 'downgraded' 'from' 'a' 'Category' '1' '#'
 'Hurricane' ',' 'hit' 'the' 'town' 'of' 'Westerly' 'at' '12:15pm' '.'
 '{{URL}}']",1429502384150024199,2021-08-22,"['O', 'B-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O']",neutral,LABEL_3
3162,"['""' 'Nobody' 'wants' 'to' 'leave' 'France' 'once' 'they' 'come' 'here'
 '...""' '.' 'With' 'these' 'words' 'start' 'the' 'second' 'episode' 'of'
 '""' 'Everything' 'you' 'always' 'wanted' 'to' 'know' 'about' 'living'
 'in' 'France' 'as' 'an' 'Indian' ""!'"" '.' 'With' 'our' 'Director' ','
 'Thomas' 'SIMOES' ',' 'Shuchita' 'and' '{{USERNAME}}' '.' '{{URL}}']",1354307556617768960,2021-01-27,"['O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'O', 'O', 'O']",neutral,LABEL_0
3163,"['Parker' 'Messick' 'has' 'been' 'one' 'of' 'the' 'stronger'
 'Friday-night' 'guys' 'in' 'the' 'country' 'He' 'just' 'went' 'deep' 'in'
 'his' 'first' 'career' 'AB' '4-0' '{@FSU Baseball@}' 'E2']",1371157447109439503,2021-03-14,"['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O']",positive,LABEL_1
3164,"['Appreciation' 'tweet' 'for' 'Love' 'In' 'The' 'Air' 'by'
 '{@여자친구 GFRIEND@}' '.' 'One' 'of' 'their' 'best' 'choreos' ':' '3'
 '{{URL}}']",1350741656589373440,2021-01-17,"['O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
3165,"['Listening' 'back' 'to' 'the' '{@Sophy Ridge@}' 'podcast' 'with' '#'
 'Starmer' '.' 'Would' 'sum' 'up' 'as' 'follows' ':' 'Grey' ',' 'middle'
 'of' 'the' 'road' ',' 'uninspiring' '.' 'This' 'is' 'not' 'hugely'
 'insightful' 'but' '.' '.' 'he' 'is' 'going' 'to' 'struggle'
 'electorally' 'if' 'he' 'does' ""n't"" 'improve']",1363518625068576774,2021-02-21,"['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_3
3166,"[""'"" 'It' 'was' 'very' 'shocking' 'because' 'we' 'saw' 'a' 'lot' 'of'
 'dead' 'bodies' '.' 'I' 'saw' 'my' 'neighbour' 'dead' '.' 'His' 'body'
 'had' 'been' 'shot' 'by' 'five' 'bullets' '.' 'We' 'found' 'him' ','
 'took' 'his' 'body' 'to' 'his' 'house' '…' 'He' ""'s"" 'an' 'old' 'man' '.'
 '~[' 'age' ']' '50' '.' ""'"" '#' 'AxumMassacre' '#' 'TigrayGenocide'
 '{@United Nations@}' '{@Human Rights Watch@}'
 '{@Vice President Kamala Harris@}' '{@President Biden@}' 'ACT' 'NOW' '!'
 '{{URL}}']",1365239363186155520,2021-02-26,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'B-corporation', 'B-person', 'B-person', 'O', 'O', 'O', 'O']",negative,LABEL_3
3167,"['Rumor' 'has' 'it' 'that' 'in' 'between' 'making' 'all' 'his' 'horrible'
 'calls' 'on' 'the' 'field' 'Angel' 'Hernandez' 'also' 'runs' 'the' 'New'
 'York' 'replay' 'booth' '!!!' '{@MLB@}' 'Be' 'better' '!!' '!']",1393745177853022209,2021-05-16,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O']",negative,LABEL_1
3168,"['A' 'very' 'relaxed' 'ending' 'to' 'the' 'weekend' 'listening' 'to'
 'easy' 'music' 'on' '#' 'Sundowner' 'via' '{{USERNAME}}' 'hosted' 'by'
 'the' 'weekend' 'wicked' 'man' '.' '""' 'Easy' 'like' 'a' 'Sunday'
 'evening' '""']",1335611398517305351,2020-12-06,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-creative_work', 'O', 'O', 'O', 'O']",positive,LABEL_3
3169,"['I' 'dont' 'know' 'what' 'it' 'is' 'with' 'the' '{@New Orleans Saints@}'
 'this' 'year' ',' 'but' 'ill' 'leave' 'it' 'to' 'the' 'guys' 'who' 'get'
 'paid' 'millions' 'to' 'correct' 'the' 'problem' 'and' 'get' 'us'
 'playing' 'championship' 'football' '.' 'ITS' 'ONLY' 'WEEK' '3' '..' '.'
 '#' 'Saints']",1310670553162936321,2020-09-28,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group']",negative,LABEL_1
3170,"['{{USERNAME}}' 'is' 'a' '#' 'DeFi' 'network' 'built' 'on' '{@Solana@}'
 'blockchain' 'Recently' 'the' 'company' 'received' 'an' 'overwhelming'
 'support' 'from' 'top' 'global' 'investors' 'and' 'raised' '$' '5M'
 'from' 'its' 'private' 'seed' 'round' 'led' 'by' '{{USERNAME}}' 'INFO'
 '{{URL}}' '#' 'DeFi' '#' 'DefiNews' '$' 'PAI']",1403922707981373453,2021-06-13,"['O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
3171,"['A' 'group' 'for' '{@Walmart@}' 'employees' 'who' 'do' 'n’t' 'want' 'to'
 'choose' 'between' 'their' '#' 'JobOrTheJab' '.' 'Please' 'feel' 'free'
 'to' 'join' 'and' 're-tweet' '.' '{{URL}}']",1421649110441107457,2021-08-01,"['O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
3172,"['Hi' '{@ocado@}' '-' 'I' 'have' 'a' 'delivery' 'coning' '12' '-' '1pm'
 'today' '.' 'Unfortunately' 'for' 'reasons' 'beyond' 'my' 'control' 'I'
 'simply' 'have' 'to' 'leave' 'the' 'house' 'at' '12.15pm' '.' 'Is'
 'there' 'anything' 'that' 'can' 'be' 'done' ',' 'even' 'if' 'only'
 'asking' 'the' 'driver' 'to' 'take' 'the' 'risk' 'of' 'leaving' 'the'
 'shopping' 'outside' '?']",1429350474243846150,2021-08-22,"['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_3
3173,"['""' 'Free' 'information' '""' 'is' 'reportedly' 'the' 'explanation'
 'behind' 'an' 'alleged' '#' 'ITsecurity' 'hacker' ""'s"" 'activity' 'on'
 'various' 'corporations' '.' '{@The Register@}' 'has' 'the' 'details' '.'
 '{{URL}}']",1373567458011922432,2021-03-21,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
3174,"['Nick' 'Foles' 'throws' 'ALOT' 'of' 'hospital' 'balls' '.'
 '{@ESPN 1000@}']",1310307093442891779,2020-09-27,"['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']",neutral,LABEL_3
3175,"['Super' 'straight' 'the' 'oldest' 'newest' 'gender' '!'
 '{@Blaire White@}' 'thanks' 'for' 'this' 'video' '!' '{{URL}}']",1369766060308783104,2021-03-10,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
3176,"['Cam' 'Anthony' 'Sings' 'Cynthia' 'Erivo' ""'s"" '""' 'Stand' 'Up' '""' '-'
 'The' 'Voice' 'Finale' 'Performa' '..' '.' '{{URL}}' 'via' '{@YouTube@}'
 'So' 'Good']",1401386040586293249,2021-06-06,"['B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'O', 'B-creative_work', 'I-creative_work', 'O', 'O', 'B-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O']",positive,LABEL_3
3177,"['I' 'ran' 'into' '{@Deontay Wilder@}' 'in' 'Northport' 'tonight' ','
 'Jesus' 'Christ' '.' 'Man' 'is' 'built' 'like' 'an' 'NFL' 'defensive'
 'end' ',' 'no' 'way' 'I' '’d' 'step' 'in' 'the' 'ring' 'with' 'that'
 'guy' '.']",1403892760793473025,2021-06-13,"['O', 'O', 'O', 'B-person', 'O', 'B-location', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_2
3178,"['#' 'NowPlaying' ""'"" 'Photograph' '(' 'The' 'Voice' 'Perfor' ""...'""
 'from' 'Photograph' '(' 'The' 'Voice' 'Perfor' '..' '.' '{@JioSaavn@}'
 '!' '#' 'OurSoundtrack' '{{URL}}']",1401506995946000387,2021-06-06,"['O', 'O', 'O', 'B-creative_work', 'O', 'B-creative_work', 'O', 'I-creative_work', 'O', 'O', 'B-creative_work', 'O', 'B-creative_work', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']",neutral,LABEL_3
3179,"['I' 'think' 'I' 'will' 'be' 'listening' 'to' '{@Mariah Carey@}' 'the'
 'whole' 'day' '.' 'That' 'means' 'at' 'least' '10' 'times' 'of' 'each'
 ':' 'Underneath' 'The' 'Stars' 'Melt' 'Away' 'Fourth' 'of' 'July']",1313659392961593344,2020-10-07,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event']",positive,LABEL_3
3180,"['.' '{@kurtis conner@}' 'you' 'better' 'add' 'California' 'dates' 'to'
 'your' 'tour' 'or' 'I' '’m' 'pretty' 'sure' '{{USERNAME}}' 'is' 'going'
 'to' 'have' 'a' 'Joker' 'moment' '/' 'hj']",1413164484063989763,2021-07-08,"['O', 'B-person', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
3181,"['The' 'brilliance' 'of' 'the' 'chiesa' 'commercial' 'is' 'awesome' ','
 'opens' 'with' 'the' 'line' '“' 'that' 'fight' 'was' 'crazy' '”'
 'knowing' 'its' 'a' 'commercial' 'that' 'comes' 'on' 'right' 'after'
 'fights' '!' 'Love' 'it' '.' '#' 'UFCVegas32' '{@Michael Chiesa@}'
 '{@Justin Gaethje 🇺🇸@}']",1419114518337236994,2021-07-25,"['O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'B-person', 'B-person']",positive,LABEL_3
3182,"['Shoutout' 'to' '{{USERNAME}}' 'been' 'watching' 'her' 'videos' 'on'
 'her' 'new' 'channel' 'and' 'it' '’s' 'so' 'comforting' '.' 'Found'
 'those' 'videos' 'at' 'the' 'perfect' 'time' '.' 'Helps' 'a' 'lot']",1421892863919640581,2021-08-01,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
3183,"['Oh' 'baru' 'perasan' 'yg' '{{USERNAME}}' 'ada' 'new' 'video' 'on' 'SKZ'
 '!' 'They' 'reacted' 'to' 'queen' 'Levanter' 'gais' '❣' 'This' 'was'
 'their' 'first' 'song' 'as' 'an' '8' 'member' 'group' '.' 'Actually'
 'SKZ' 'pny' 'MV' 'ada' 'chronology' 'dia' 'since' 'predebut' 'so' 'u'
 'have' 'to' 'watch' 'in' 'sequence' 'to' 'understand' 'the' 'message'
 '{{URL}}']",1393777929646067712,2021-05-16,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
3184,"['Check' 'out' 'THE' 'JOKER' 'The' 'Dark' 'Knight' 'BANK' 'ROBBER' '#'
 '37' 'Funko' 'Pop' '!' 'Vinyl' 'VAULTED' 'RARE' 'MINT' '#' 'Auction' '#'
 'popfigure' '#' 'batman' '#' 'thejoker' '#' 'ebay' '{{URL}}'
 '{{USERNAME}}']",1411806098433183747,2021-07-04,"['O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'B-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
3185,"['Shades' 'of' 'The' 'Usual' 'Suspects' '#' 'LineofDutyFinale' '.' '.'
 'who' 'suspects' 'the' 'Muppet' '?' 'The' 'greatest' 'trick' 'the'
 'devil' 'ever' 'played' 'was' 'convincing' 'the' 'world' 'he' 'did' 'not'
 'exist' '..' '.' '{@Line of Duty@}' '{@martin compston@}'
 '{@Vicky McClure@}' 'X' 'noice' 'X']",1388976030455672836,2021-05-02,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'B-person', 'B-person', 'O', 'O', 'O']",neutral,LABEL_3
3186,"['World' 'Class' 'pianist' '{@Chloe Flower@}' 'has' 'the' 'perfect' 'way'
 'to' 'kick' 'off' 'the' 'Holiday' 'season' '..' '.' 'her' 'Carol' 'of'
 'the' 'Bells' 'video' 'is' 'out' 'now' '!' '{{USERNAME}}' '#'
 'musiclovers' '#' 'merrymerry' '{{URL}}']",1330933859123335169,2020-11-23,"['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
3187,"['The' 'desperation' 'is' 'real' ',' 'but' 'if' 'you' 'ca' 'n’t' 'do' 'it'
 'right' ',' 'why' 'should' '{@NYC Public Schools@}' 'educators' '&'
 'kids' 'be' 'guinea' 'pigs' 'during' '#' 'COVID19' 'in' 'buildings'
 'that' 'wo' 'n’t' 'even' 'meet' 'the' 'air' 'quality' 'standard'
 'required' 'to' 'reopen' 'shopping' 'malls' 'in' 'NY' 'State' '?' '#'
 'returntoschool2020' '{{URL}}']",1305291445537038336,2020-09-13,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O']",negative,LABEL_3
3188,"['I' 'picked' 'Morikawa' 'to' 'win' 'in' 'our' 'Masters' 'pool' 'this'
 'year' '.' 'Congratulations' 'on' 'the' 'Open' 'Championship' 'win' 'man'
 '!' '{@Collin Morikawa@}']",1416817821120532482,2021-07-18,"['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'O', 'O', 'O', 'B-person']",positive,LABEL_1
3189,"['Make' 'your' 'Sunday' 'a' '#' 'SpiritualSunday' 'by' 'listening' 'and'
 'following' 'the' 'holy' 'sermons' 'of' 'Saint' 'Dr' '.'
 '{@Dr.GURMEET RAM RAHIM@}' 'Singh' 'Ji' 'Insan' '&' 'make' 'your' 'day'
 'blissful' ',' 'as' 'like' 'the' 'millions' 'volunteers' 'of'
 '{{USERNAME}}' '.' 'Watch' 'live' 'through' '{@DSS News and Updates@}'
 'link' 'at' '11:00' 'am' '.' '{{URL}}']",1419142423343636482,2021-07-25,"['O', 'O', 'O', 'O', 'O', 'B-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
3190,"['Kansas' 'City' ""Chiefs'"" 'Patrick' 'Mahomes' 'was' 'only' 'six' 'when'
 'Tom' 'Brady' 'first' 'won' 'the' 'Super' 'Bowl' '..' '.' 'but' 'by'
 'beating' 'the' 'NFL' ""'s"" 'greatest' ',' 'he' ""'ll"" 'cement' 'his' 'own'
 'place' 'in' 'history' 'as' 'the' 'youngest' 'quarterback' 'to' 'win'
 'two' 'rings' '{{URL}}' 'via' '{@MailOnline Sport@}']",1358319229234159623,2021-02-07,"['B-group', 'I-group', 'I-group', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']",positive,LABEL_1
3191,"['The' '1st' 'edition' 'now' 'belongs' 'to' '{{USERNAME}}' ';' '2'
 'remain' 'on' '{{USERNAME}}' 'before' 'I' 'can' 'publish' 'the' 'full'
 'track' 'on' '{@Audius 🎧 $AUDIO@}' '~' '{{URL}}' '#' 'NFT' '#'
 'Cryptoart' '#' 'NFTart' '#' 'AudioNFT' '$' 'NFT' '$' 'ETH' '$' 'GOOSE'
 '#' 'Crypto' '#' 'Etherem' '#' 'art' '#' 'digitalart' '[' 'click' 'it'
 ',' 'turn' 'sound' 'on' ']']",1335428558756454407,2020-12-06,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
3192,"['VB' ':' 'Final' '|' 'MSU' 'takes' 'game' '1' '.' '{{USERNAME}}' 'will'
 'be' 'back' 'in' 'the' 'Nest' 'tomorrow' 'at' '6' 'P.M' '.' 'for' 'the'
 'second' 'game' 'of' 'the' 'back-to-back' '!' 'OC' '11' ',' 'MSU' '25'
 '|' '1' ',' '3' '#' 'TalonsUp']",1354247376588988425,2021-01-27,"['B-group', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group']",neutral,LABEL_3
3193,"['Terimakasih' 'team' '{@Chelsea FC@}' '{@Chelsea FC Indonesia@}' 'Big'
 'thanks' 'to' 'capt' '{@César Azpilicueta@}' 'and' 'u' 'are' 'the'
 'blues' ':)']",1398759708803026944,2021-05-29,"['O', 'O', 'B-group', 'B-group', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_1
3194,"['Sunday' 'special' 'Go' 'listen' '{{USERNAME}}' 'EP' 'RWMOH' '.'
 'Concentrate' 'on' 'the' '1st' 'track' 'JESUS' 'will' 'speak' 'to' 'you'
 'in' 'a' 'rap' 'form']",1302545947965173767,2020-09-06,"['O', 'O', 'O', 'O', 'O', 'O', 'B-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
3195,"['I' ""'d"" 'like' 'to' 'dance' 'with' 'you' 'in' 'the' 'ocean' 'under'
 'the' 'moonlight' '.' '{@BTS_twt@}']",1411565131008417795,2021-07-04,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group']",positive,LABEL_3
3196,"['""' 'Learn' 'to' 'discover' 'the' 'voice' 'of' 'God' '.' 'Learn' 'to'
 'be' 'still' 'and' 'learn' 'to' 'discern' 'and' 'distinguish' 'other'
 'voices' '!' 'You' 'will' 'know' 'the' 'voice' 'of' 'God' 'by' 'knowing'
 'the' 'Word' 'of' 'God' '!""' 'Ps' '{{USERNAME}}' '#' 'EnterInPt3' '#'
 'Restoration21']",1355784241766936577,2021-01-31,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
